timestamp_est,anonymous_id,language,question,detected_language,roundtrip_translated_questions_0,roundtrip_translated_questions_1,paraphrased_0,paraphrased_1,paraphrased_2,paraphrased_3,paraphrased_4,paraphrased_5,paraphrased_6,paraphrased_7,paraphrased_8,paraphrased_9,paraphrased_10,paraphrased_11,paraphrased_12,paraphrased_13,paraphrased_14,paraphrased_15,paraphrased_16,paraphrased_17,paraphrased_18,paraphrased_19,paraphrased_20,paraphrased_21,paraphrased_22,paraphrased_23,paraphrased_24,paraphrased_25,paraphrased_26,paraphrased_27,paraphrased_28,paraphrased_29,paraphrased_30,paraphrased_31,paraphrased_32,paraphrased_33,paraphrased_34,paraphrased_35,paraphrased_36,paraphrased_37,paraphrased_38,paraphrased_39,paraphrased_40,paraphrased_41,paraphrased_42,paraphrased_43,paraphrased_44,paraphrased_45,paraphrased_46,paraphrased_47,paraphrased_48,paraphrased_49,paraphrased_50,paraphrased_51,paraphrased_52,paraphrased_53,paraphrased_54,paraphrased_55,paraphrased_56,paraphrased_57,paraphrased_58,paraphrased_59,paraphrased_60,paraphrased_61,paraphrased_62,paraphrased_63,paraphrased_64,paraphrased_65,paraphrased_66,paraphrased_67,paraphrased_68,paraphrased_69,paraphrased_70,paraphrased_71,paraphrased_72,paraphrased_73,paraphrased_74,paraphrased_75,paraphrased_76,paraphrased_77,paraphrased_78,paraphrased_79,paraphrased_80,paraphrased_81,paraphrased_82,paraphrased_83,paraphrased_84,paraphrased_85,paraphrased_86,paraphrased_87,paraphrased_88,paraphrased_89,paraphrased_90,paraphrased_91,paraphrased_92,paraphrased_93,paraphrased_94,paraphrased_95,paraphrased_96,paraphrased_97,paraphrased_98,paraphrased_99,paraphrased_100,paraphrased_101,paraphrased_102,paraphrased_103,paraphrased_104,paraphrased_105,paraphrased_106,paraphrased_107,paraphrased_108,paraphrased_109,paraphrased_110,paraphrased_111,paraphrased_112,paraphrased_113,paraphrased_114,paraphrased_115,paraphrased_116,paraphrased_117,paraphrased_118,paraphrased_119,paraphrased_120,paraphrased_121,paraphrased_122,paraphrased_123,paraphrased_124,paraphrased_125,paraphrased_126,paraphrased_127,paraphrased_128,paraphrased_129,paraphrased_130,paraphrased_131,paraphrased_132,paraphrased_133,paraphrased_134,paraphrased_135,paraphrased_136,paraphrased_137,paraphrased_138,paraphrased_139,paraphrased_140,paraphrased_141,paraphrased_142,paraphrased_143,paraphrased_144,paraphrased_145,paraphrased_146,paraphrased_147,paraphrased_148,paraphrased_149,paraphrased_150,paraphrased_151,paraphrased_152,paraphrased_153,paraphrased_154,paraphrased_155,paraphrased_156,paraphrased_157,paraphrased_158,paraphrased_159,paraphrased_160,paraphrased_161,paraphrased_162,paraphrased_163,paraphrased_164,paraphrased_165,paraphrased_166,paraphrased_167,paraphrased_168,paraphrased_169,paraphrased_170,paraphrased_171,paraphrased_172,paraphrased_173,paraphrased_174,paraphrased_175,paraphrased_176,paraphrased_177,paraphrased_178,paraphrased_179,paraphrased_180,paraphrased_181,paraphrased_182,paraphrased_183,paraphrased_184,paraphrased_185,paraphrased_186,paraphrased_187,paraphrased_188,paraphrased_189,paraphrased_190,paraphrased_191,paraphrased_192,paraphrased_193,paraphrased_194,paraphrased_195,paraphrased_196,paraphrased_197,paraphrased_198,paraphrased_199,paraphrased_200,paraphrased_201,paraphrased_202,paraphrased_203,paraphrased_204,paraphrased_205,paraphrased_206,paraphrased_207,paraphrased_208,paraphrased_209,paraphrased_210,paraphrased_211,paraphrased_212,paraphrased_213,paraphrased_214,paraphrased_215,paraphrased_216,paraphrased_217,paraphrased_218,paraphrased_219,paraphrased_220,paraphrased_221,paraphrased_222,paraphrased_223,paraphrased_224,paraphrased_225,paraphrased_226,paraphrased_227,paraphrased_228,paraphrased_229,paraphrased_230,paraphrased_231,paraphrased_232,paraphrased_233,paraphrased_234,paraphrased_235,paraphrased_236,paraphrased_237,paraphrased_238,paraphrased_239,paraphrased_240,paraphrased_241,paraphrased_242,paraphrased_243,paraphrased_244,paraphrased_245,paraphrased_246,paraphrased_247,paraphrased_248,paraphrased_249,paraphrased_250,paraphrased_251,paraphrased_252,paraphrased_253,paraphrased_254,paraphrased_255,paraphrased_256,paraphrased_257,paraphrased_258,paraphrased_259,paraphrased_260,paraphrased_261,paraphrased_262,paraphrased_263,paraphrased_264,paraphrased_265,paraphrased_266,paraphrased_267,paraphrased_268,paraphrased_269,paraphrased_270,paraphrased_271,paraphrased_272,paraphrased_273,paraphrased_274,paraphrased_275,paraphrased_276,paraphrased_277,paraphrased_278,paraphrased_279,paraphrased_280,paraphrased_281,paraphrased_282,paraphrased_283,paraphrased_284,paraphrased_285,paraphrased_286,paraphrased_287,paraphrased_288,paraphrased_289,paraphrased_290,paraphrased_291,paraphrased_292,paraphrased_293,paraphrased_294,paraphrased_295,paraphrased_296,paraphrased_297,paraphrased_298,paraphrased_299
2020-03-22 19:02:57,810aa05f-3958-4dd8-82d1-2c2ad87c2114,en,how long would it take for the virus to disappear ?,en,how long would it take for the virus to disappear?,how long would it take for the virus to disappear ?,how long does it take for a virus to disappear,how long does it take for the virus to go away,how long would it take for a virus to go away,how long does it take for virus to disappear,how long does it take a viral infection to go away,how long does it take for virus to go away,how long would it take for the virus to disappear?,how long does it take for a viral infection to go away,how long will it take for a virus to go away,how long does it take for a viral infection to disappear,how long does it take for a virus to go away,how long would it take for the virus to disappear ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 0:20:19,91c3514c-e3f6-43cd-beae-fb8cdcde4365,vi,What is Covid-19 virus?),en,What is Covid-19 virus?),,What is Covid-19 virus?),what does covid 19 virus mean,what is covid 19 virus,what is the meaning of covid 19 virus,covid 19 virus,what is a covid 19 virus,what is the covid 19 virus,covid 19 virus definition,what is covid 19 virus ?),what is virus covid 19,what is meant by covid 19 virus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-21 18:56:44,1dfa96ae-da69-4e13-a82f-065e558c1b55,en,How many cases in Montreal,en,How many cases in Montreal,,how many cases does montreal have,how many cases are in montreal,montreal how many cases,how many cases are there in montreal,how many cases montreal,montreal has how many cases,montreal number of cases,how many cases in montreal,number of cases montreal,number of cases in montreal,How many cases in Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23 8:53:51,50c969c3-aaeb-48e0-8bef-b12834c50217,fr,Comment fabriqier une solution hydroalcoolique?,fr,Comment fabriqier une solution hydroalcoolique?,Comment faire une solution hydroalcoolique?,comment preparer une solution hydroalcoolique,comment preparer une solution hydro alcoolique,comment fabriquer une solution hydro alcoolique,fabriquer une solution hydro alcoolique,Comment fabriqier une solution hydroalcoolique?,faire une solution hydroalcoolique,comment créer une solution hydro alcoolique,comment faire une solution hydro alcoolique,comment préparer une solution hydroalcoolique,la solution hydroalcoolique,une solution hydroalcoolique,fabriquer solution hydroalcoolique,faire une solution hydro alcoolique,Comment faire une solution hydroalcoolique?,comment faire une solution hydro,faire sa solution hydro alcoolique,comment préparer une solution hydro alcoolique,comment faire une solution hydroalcoolique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-21 15:22:57,9b1c0bfc-6f52-47df-bed9-cc5a7d292d07,fr,Combien de temps dure un rhume normalement ?,fr,Combien de temps dure un rhume normalement?,Combien de temps dure un rhume normalement ?,combien de tps dure un rhume,Combien de temps dure un rhume normalement?,combien de temps pour un rhume,combien de jours dure un rhume,combien de temps dure rhume,combien de temps peut durer un rhume,combien de jours peut durer un rhume,combien de temp dur un rhume,un rhume dure combien de temps,le rhume dure combien de temps,un rhume dure combien de temp,Combien de temps dure un rhume normalement ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-21 15:48:30,291fcd60-0f53-4d6a-bff3-086b6f753267,en,Should I be worried about getting sick if the government does not lock down everything?,en,Should I be worried about getting sick if the government does not lock down everything?,Should I worry about getting sick if the government doesn't block everything?,should i worry about getting sick if the government doesnt block everything,should i be worried about getting sick if the government doesn t lock down everything,should i be concerned about getting sick if the government doesn t block everything,should i worry about being sick if the government does not lock down everything,should i worry about getting sick if the government doesn t block everything,should i worry about getting sick if the government doesn t block anything,should you be concerned about getting sick if the government doesn t block everything,Should I worry about getting sick if the government doesn't block everything?,should you worry about getting sick if the government doesnt block everything,should i be worried about getting sick if the government does not lock down,should we worry about getting sick if the government doesn t block everything,Should I be worried about getting sick if the government does not lock down everything?,should i worry about getting sick if the government does not lock down everything,should i be worried about getting sick if the government does not lock everything,should i be worried about being sick if the government does not lock down everything,should you be worried about getting sick if the government does not lock down everything,should i be worried about getting sick when the government does not lock down everything,should i be worried about getting sick if the government does not lock down everything,should i worry about getting sick if the government doesn t block,should i be worried about getting sick if the government doesnt lock down everything,should you worry about getting sick if the government doesn t block everything,should i worry about getting sick when the government doesn t block everything,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23 11:41:18,752aa61d-fbee-4f8f-b2fe-b49bde0df694,en,How fast will the pandemic spread in Canada?,en,How fast will the pandemic spread in Canada?,How quickly will the pandemic spread in Canada?,how fast does pandemic spread canada,how fast can the pandemic spread in canada,how fast can pandemic spread in canada,how fast does the pandemic spread in canada,How fast will the pandemic spread in Canada?,how long does it take for pandemic to spread in canada,how fast will pandemic spread in canada,how fast is the pandemic spread in canada,how fast will the pandemic spread in canada,how fast is pandemic spread in canada,how fast does pandemic spread in canada,how quickly will the pandemic spread in canada,how quickly does pandemic spread in canada,How quickly will the pandemic spread in Canada?,how fast does a pandemic spread in canada,how quickly does the pandemic spread in canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-20 15:43:51,0f708053-4c32-4972-b280-1406d65be370,fr,"Mon copain travail dans le même garage qu'un autre dont les beaux-parents sont en attentes de résultats e dépistage, s'ils ne travaillent pas côte a côte, est-ce que ça me met a risque de voir mon copain?",fr,"Mon copain travail dans le même garage qu'un autre dont les beaux-parents sont en attentes de résultats e dépistage, s'ils ne travaillent pas côte a côte, est-ce que ça me met a risque de voir mon copain?","Mon copain travaille dans le même garage qu'un autre dont les beaux-parents attendent les résultats du dépistage, s'ils ne travaillent pas côte à côte, cela me met-il en danger de voir mon copain?",mon copain travaille dans le même garage qu un autre que les beaux parents,mon copain travaille dans le meme garage que les deux parents sont en attente de cote,mon copain travaille dans l meme cote que le beau parent attend les cotes,mon copain travaille dans le meme garage que l autre que les beaux parents,mon mec travaille dans le meme garage que les autres parents sont en attente de cotes,mon copain travail dans le meme garage que les deux parents sont en attente de cotes,mon copain travail dans le meme garage que les beaux parents,mon copain travaille dans l autre que les beaux parents sont en attente de cotes,mon copain travaille dans le même garage que les beaux parents,mon copain travaille dans le meme garage que les autres parents sont en attente de cote,"Mon copain travaille dans le même garage qu'un autre dont les beaux-parents attendent les résultats du dépistage, s'ils ne travaillent pas côte à côte, cela me met-il en danger de voir mon copain?",mon copain travail dans le meme garage que les autres parents sont en attente de cote,mon copain travail dans le même garage que les beaux parents,mon copain travail dans le meme garage que les autres parents sont en attente de cotes,mon copain travaille dans le meme garage que les deux parents sont en attente de cotes,mon copain travaille dans le meme garage qu un autre que les beaux parents,mon copain travaille dans le meme garage que les autres parents attendent les cotes,"Mon copain travail dans le même garage qu'un autre dont les beaux-parents sont en attentes de résultats e dépistage, s'ils ne travaillent pas côte a côte, est-ce que ça me met a risque de voir mon copain?",mon copain travaille dans le meme garage que les beaux parents sont en attente de cotes,mon copain travaille dans le meme garage que les autres parents sont en attente de cotes,mon copain travaille dans le meme garage que les beaux parents,mon copain travaille dans le meme garage que les beaux parents attendent les cotes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23 20:23:48,5af1b8a0-ab45-4500-98be-16267b9dd9cd,en,What are the risks for people with diabetes?,en,What are the risks for people with diabetes?,,the risk of diabetes,risks associated with diabetes,what are the risk of having diabetes,what are the risk of getting diabetes,risk of getting diabetes,what are risk factors of diabetes,what are the risk of diabetes,what are the risks of having diabetes,what are the risk for diabetes,what is the risk of diabetes,What are the risks for people with diabetes?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23 0:51:06,a78c1717-0b2b-4988-abf1-a2681e2a6f73,fr,Qu’est ce que le Covid19 ?,fr,Qu’est ce que le Covid19 ?,Qu'est-ce que Covid19?,c est quoi covid19,qu est ce que covid,c est quoi le covid19,qu est ce que le covid,c quoi le covid,quesque le covid,qu est ce que le covid19,qu est ce qu un covid,qu est ce que covid19,Qu’est ce que le Covid19 ?,qu est ce qu une covid,c est quoi une covid,Qu'est-ce que Covid19?,c est quoi le covid,quest ce que le covid,c est quoi un covid,c est quoi covid,qu est ce que la covid,quest ce qu un covid,c quoi covid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 17:20:45,e4a38aad-40ab-4bd3-8043-29a5599f9868,fr,Quels sont les principaux symptômes des gens qui ont une forme douce du COVID-19?,fr,Quels sont les principaux symptômes des gens qui ont une forme douce du COVID-19?,Quels sont les principaux symptômes des personnes atteintes d'une forme légère de COVID-19?,les principaux signes des gens qui ont une forme douce du covid 19,Quels sont les principaux symptômes des gens qui ont une forme douce du COVID-19?,quels sont les principaux symptomes des gens qui ont une forme douce du covid 19,les principaux symptomes des gens qui ont une forme douce du covid 19,quels sont les principaux symptomes des personnes atteintes d une forme légère de covid,quels sont les principaux symptômes des personnes atteintes d une forme légère de covid 19,quelles sont les principaux symptomes des gens qui ont une forme douce du covid 19,quels sont les principaux symptômes des gens qui ont une forme douce du covid 19,principaux symptômes des gens qui ont une forme douce du covid 19,quels sont les principaux symptômes des personnes atteintes d une forme legere de covid 19,quels sont les principaux symptomes des personnes atteintes de la forme légère de covid 19,les principaux symptômes des gens qui ont une forme douce du covid 19,quelles sont les principaux symptômes des gens qui ont une forme douce du covid 19,quels sont les principaux symptomes des personnes atteintes d une forme legere de covid 19,quels sont les principaux symptomes des personnes atteintes d une forme legere de covid,quels sont les principaux signes des gens qui ont une forme douce du covid 19,principaux symptomes des gens qui ont une forme douce du covid 19,quels sont les principaux signes des personnes atteintes d une forme legere de covid 19,quels sont les principaux symptomes des personnes atteintes d une forme légère de covid 19,quels sont les principaux symptômes des personnes atteintes d une forme légère de covid,Quels sont les principaux symptômes des personnes atteintes d'une forme légère de COVID-19?,quels sont les principaux signes des personnes atteintes d une forme légère de covid 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 9:25:15,216948e0-2d7a-4321-847d-8493657be9bd,fr,Est-ce que c'est dangereux pour moi?,fr,Est-ce dangereux pour moi?,Est-ce que c'est dangereux pour moi?,est ce que c est dangereux,c est un danger pour moi,est il dangereux pour moi,est ce que c est dangereux pour moi,est ce que cest dangereux,est ce que c est mauvais pour moi,c est dangereux pour moi,c est mauvais pour moi,est ce dangereux,es dangereux pour moi,esque c est dangereux,il est dangereux pour moi,Est-ce dangereux pour moi?,Est-ce que c'est dangereux pour moi?,est ce dangereux pour moi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 10:43:00,8dad65ac-4b21-43c0-a9dc-cbece5a9691f,fr,Est-ce que la suspension des réseaux scolaires va retarder mon entrer à l’Université?,fr,Est-ce que la suspension des réseaux scolaires va retarder mon entrer à l’Université?,La suspension des réseaux scolaires retardera-t-elle mon entrée à l'université?,la suspension des réseaux scolaire retardé à l université,la suspension des réseau scolaire retardé a l université,la suspension des reseau scolaire va retarder mon entree a l universite,suspension des réseaux scolaires retardé à l université,est ce que la suspension des réseau scolaire va retarder mon entrée à l université,La suspension des réseaux scolaires retardera-t-elle mon entrée à l'université?,suspension des reseau scolaire retardé a l université,Est-ce que la suspension des réseaux scolaires va retarder mon entrer à l’Université?,la suspension des reseau scolaire retardé a l université,la suspension des réseaux scolaires va retarder mon entrée à l université,la suspension des réseaux scolaires retarde t elle mon entrée à l université,est ce que la suspension des réseaux scolaires va retarder mon entrée à l université,la suspension des réseaux scolaire va retarder mon entrée à l université,la suspension des reseaux scolaires va retarder mon entree a l universite,suspension des réseau scolaire retardé à l université,la suspension des reseau scolaire va retarder mon entree a l université,la suspension des réseau scolaire va retarder mon entrée à l université,la suspension des réseau scolaire retardé à l université,la suspension des réseaux scolaires retardé à l université,la suspension des réseau scolaires va retarder mon entrée à l université,la suspension des reseaux scolaires va retarder mon entrée à l université,la suspension des réseaux scolaires retarde t il mon entrée à l université,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-21 16:35:40,13b9248d-7ba2-4a4c-9fd7-f1c59dcce95f,en,is china responsible for the spreading of COVID-19?,en,is china responsible for the spreading of COVID-19?,is China responsible for the spread of COVID-19?,is china responsible for spread of covid 19,was china responsible for the spread of covid 19,is china responsible for the spreading of the covid 19,is china responsible for the spread of covid 19,is china responsible for the spreading of covid 19,china is responsible for the spread of covid,is China responsible for the spread of COVID-19?,china was responsible for the spread of covid 19,china is responsible for the spreading of covid 19,is china responsible for the spreading covid 19,is china responsible for the spreading of COVID-19?,china is responsible for the spreading covid 19,is china responsible for covid 19,is china responsible for spreading covid 19,is china responsible for the spread of the covid 19,is china responsible for the spread of covid,china is responsible for spread of covid 19,is china responsible for spreading of covid 19,china is responsible for the spread of covid 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-21 17:38:37,28e7f04a-9d6f-48c1-9b13-fb499fe0ef8a,en,How many cases in Quebec,en,How many cases in Quebec,,how many cases are in quebec,quebec number of cases,how many cases are there in quebec,how many cases in quebec,quebec how many cases,How many cases in Quebec,number of cases in quebec,how many cases do quebec have,how many cases quebec,how many cases does quebec have,number of cases quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23 18:27:39,1d8da525-46d8-4536-9c64-e31dda99df00,en,What do I do if I have symptoms?,en,What should I do if I have symptoms?,What do I do if I have symptoms?,what should i do when i have symptoms,what to do if you have symptoms,what do i do if i have symptoms,what to do if i have symptoms,what should you do when you have symptoms,what to do when you have symptoms,What should I do if I have symptoms?,what should i take if i have symptoms,What do I do if I have symptoms?,what should you do if you have symptoms,what do you do if you have symptoms,what to do if u have symptoms,what should i do if i have symptoms,what do you do when you have symptoms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23 6:49:14,72dbf594-f0d0-4fe1-882e-5ebb1b333dc8,en,Mask,en,Mask,,masks com,the mask,Mask,mask for,a mask,masks for,masks,the masks,masking,mask in,mask of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
